rank,Name,Img,Page_link,Genres,Percentage,Users,row format,episodes,date,status,Action,Adventure,Drama,Fantasy,Mystery,Slice of Life,Comedy,Sci-Fi,Psychological,Thriller,Romance,Supernatural,Sports,Ecchi,Mecha,Horror,Music,Mahou Shoujo
315,Durarara!!x2 Ketsu,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20880-WsvmgSdL8lhP.png,https://anilist.co/anime/20880/Durararax2-Ketsu/,"['Action', 'Mystery', 'Supernatural']",79,36289,TV Show,12,Winter 2016,Finished,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
316,One Piece Film: Z,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx12859-uQFENDPzMWz6.jpg,https://anilist.co/anime/12859/One-Piece-Film-Z/,"['Action', 'Adventure', 'Comedy', 'Drama']",79,18284,Movie,1,Fall 2012,Finished,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
317,Hidamari Sketch x Honeycomb,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx11239-JysRplnD2e0P.jpg,https://anilist.co/anime/11239/Hidamari-Sketch-x-Honeycomb/,"['Comedy', 'Slice of Life']",79,4635,TV Show,12,Fall 2012,Finished,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
318,Lupin III: Cagliostro no Shiro,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx1430-aHneeSPBCeHR.jpg,https://anilist.co/anime/1430/Lupin-III-Cagliostro-no-Shiro/,"['Action', 'Adventure', 'Comedy', 'Mystery']",79,11788,Movie,1,Fall 1979,Finished,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
319,Beck,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx57-HhnvbHS4ujea.png,https://anilist.co/anime/57/Beck/,"['Comedy', 'Drama', 'Music', 'Slice of Life']",79,27117,TV Show,26,Fall 2004,Finished,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
320,Quanzhi Gaoshou: Dianfeng Rongyao,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b108981-rDMARdl1Dvba.jpg,https://anilist.co/anime/108981/Quanzhi-Gaoshou-Dianfeng-Rongyao/,"['Action', 'Drama', 'Slice of Life', 'Sports']",79,4505,Movie,1,2019,Finished,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
321,Dorohedoro,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx105228-9KSgNMIX3kPa.jpg,https://anilist.co/anime/105228/Dorohedoro/,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror']",79,37468,TV Show,12,Winter 2020,Finished,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
322,"Meitantei Conan Episode ""One"" Chiisakunatta Meitantei",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx98604-rf0L8MoJ8FJB.jpg,https://anilist.co/anime/98604/Meitantei-Conan-Episode-One-Chiisakunatta-Meitantei/,"['Adventure', 'Comedy', 'Mystery']",79,2505,Special,1,Fall 2016,Finished,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
323,"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku: Kitto, Onnanoko wa Osatou to Spice to Suteki na Nanika de Dekiteiru",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21769-ZBoT6szJKGZv.jpg,https://anilist.co/anime/21769/Yahari-Ore-no-Seishun-Love-Comedy-wa-Machigatteiru-Zoku-Kitto-Onnanoko-wa-Osatou-to-Spice-to-Suteki-na-Nanika-de-Dekiteiru/,"['Comedy', 'Romance', 'Slice of Life']",79,26091,OVA,1,Fall 2016,Finished,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
324,Hibike! Euphonium,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx20912-GHfLX4UQcTTS.jpg,https://anilist.co/anime/20912/Hibike-Euphonium/,"['Drama', 'Music', 'Slice of Life']",79,56302,TV Show,13,Spring 2015,Finished,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
325,Tamako Love Story,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20519-YdNUizVJJIWI.png,https://anilist.co/anime/20519/Tamako-Love-Story/,"['Comedy', 'Romance', 'Slice of Life']",79,36871,Movie,1,Spring 2014,Finished,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
326,Major S4,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx3226-fMXH8ydO3BmF.png,https://anilist.co/anime/3226/Major-S4/,"['Comedy', 'Drama', 'Sports']",79,5721,TV Show,26,Winter 2008,Finished,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
327,Haikyuu!!: Sainou to Sense,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx98884-PCa1CawsXpjB.png,https://anilist.co/anime/98884/Haikyuu-Sainou-to-Sense/,"['Comedy', 'Drama', 'Sports']",79,7149,Movie,1,Summer 2017,Finished,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
328,Mahoutsukai no Yome: Hoshi Matsu Hito,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21688-DOc6RxTYfXEr.jpg,https://anilist.co/anime/21688/Mahoutsukai-no-Yome-Hoshi-Matsu-Hito/,"['Drama', 'Fantasy']",79,31801,OVA,3,Summer 2016,Finished,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,Diamond no Ace,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx18689-HrvWZjpWvxMr.jpg,https://anilist.co/anime/18689/Diamond-no-Ace/,"['Comedy', 'Sports']",79,25525,TV Show,75,2013 - 2015,Finished,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
330,Meitantei Conan: Shikkoku no Chaser,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx5460-kiCIYOCQzDRj.jpg,https://anilist.co/anime/5460/Meitantei-Conan-Shikkoku-no-Chaser/,"['Action', 'Drama', 'Mystery']",79,4854,Movie,1,Spring 2009,Finished,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
331,Trigun,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx6-YzcO3EcioJJS.png,https://anilist.co/anime/6/Trigun/,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi']",79,52532,TV Show,26,Spring 1998,Finished,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
332,Aggressive Retsuko Season 3,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx110857-wtIzQDLGjGYB.jpg,https://anilist.co/anime/110857/Aggressive-Retsuko-Season-3/,"['Comedy', 'Music', 'Slice of Life']",79,6774,ONA,10,Summer 2020,Finished,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
333,Kanata no Astra,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx107663-r33GraB1DrX5.jpg,https://anilist.co/anime/107663/Kanata-no-Astra/,"['Adventure', 'Mystery', 'Sci-Fi']",79,35560,TV Show,12,Summer 2019,Finished,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
334,Girls und Panzer: Saishuushou 2,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx107208-MjhBWAkUT4Yh.png,https://anilist.co/anime/107208/Girls-und-Panzer-Saishuushou-2/,"['Action', 'Sports']",79,4021,Movie,54,Spring 2019,Finished,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
335,Asobi Asobase,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx101001-UERCW0UGi0P7.jpg,https://anilist.co/anime/101001/Asobi-Asobase/,"['Comedy', 'Drama', 'Slice of Life']",79,47830,TV Show,12,Summer 2018,Finished,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
336,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx100773-KLx4vR0TiC5o.jpg,https://anilist.co/anime/100773/Shokugeki-no-Souma-San-no-Sara--Tootsuki-Resshahen/,"['Action', 'Adventure', 'Comedy', 'Ecchi']",79,62799,TV Show,12,Spring 2018,Finished,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
337,Kobayashi-san Chi no Maidragon,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21776-FJiPcLQHeTiV.png,https://anilist.co/anime/21776/Kobayashisan-Chi-no-Maidragon/,"['Comedy', 'Fantasy', 'Romance', 'Slice of Life']",79,107432,TV Show,13,Winter 2017,Finished,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
338,Kidou Senshi Gundam: Tekketsu no Orphans 2,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21749-q6h9ehSgBS84.png,https://anilist.co/anime/21749/Kidou-Senshi-Gundam-Tekketsu-no-Orphans-2/,"['Action', 'Drama', 'Mecha', 'Sci-Fi']",79,13793,TV Show,25,Fall 2016,Finished,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
339,Working!!!,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20819-w8PLekO22Sc8.jpg,https://anilist.co/anime/20819/Working/,"['Comedy', 'Romance', 'Slice of Life']",79,25610,TV Show,13,Summer 2015,Finished,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
340,Kuroshitsuji: Book of Circus,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx20606-58LzabjtVrwt.jpg,https://anilist.co/anime/20606/Kuroshitsuji-Book-of-Circus/,"['Comedy', 'Fantasy', 'Mystery', 'Supernatural']",79,29252,TV Show,10,Summer 2014,Finished,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
341,JoJo no Kimyou na Bouken: Stardust Crusaders,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20474-0VwWX4bKJkb1.jpg,https://anilist.co/anime/20474/JoJo-no-Kimyou-na-Bouken-Stardust-Crusaders/,"['Action', 'Adventure', 'Supernatural']",79,96051,TV Show,24,Spring 2014,Finished,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
342,Mawaru Penguindrum,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx10721-2QWmrqbmyYil.jpg,https://anilist.co/anime/10721/Mawaru-Penguindrum/,"['Comedy', 'Drama', 'Mystery', 'Psychological', 'Supernatural']",79,38049,TV Show,24,Summer 2011,Finished,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
343,Toki wo Kakeru Shoujo,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx2236-SZf9JYAQ3pyc.png,https://anilist.co/anime/2236/Toki-wo-Kakeru-Shoujo/,"['Adventure', 'Drama', 'Mystery', 'Romance', 'Sci-Fi']",79,68096,Movie,1,Summer 2006,Finished,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
344,Seirei no Moribito,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx1827-db5NvlCXxLDc.jpg,https://anilist.co/anime/1827/Seirei-no-Moribito/,"['Action', 'Adventure', 'Fantasy']",79,19491,TV Show,26,Spring 2007,Finished,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,Gankutsuou,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx239-j65nzbXxC3oA.png,https://anilist.co/anime/239/Gankutsuou/,"['Drama', 'Mystery', 'Sci-Fi', 'Supernatural', 'Thriller']",79,24577,TV Show,24,Fall 2004,Finished,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
346,Initial D Second Stage,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/186.jpg,https://anilist.co/anime/186/Initial-D-Second-Stage/,"['Action', 'Drama', 'Sports']",79,16336,TV Show,13,Fall 1999,Finished,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
347,Kyoukai no Kanata Movie: I'LL BE HERE - Mirai-hen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx20963-xWZjgqAdFOfn.png,https://anilist.co/anime/20963/Kyoukai-no-Kanata-Movie-ILL-BE-HERE--Miraihen/,"['Drama', 'Fantasy', 'Romance', 'Slice of Life', 'Supernatural']",79,26361,Movie,1,Spring 2015,Finished,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
348,High Score Girl: EXTRA STAGE,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx104307-gbPLgyF1veUJ.jpg,https://anilist.co/anime/104307/High-Score-Girl-EXTRA-STAGE/,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",79,9456,OVA,3,Winter 2019,Finished,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
349,Tamayura: Sotsugyou Shashin Part 4 - Ashita,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21554-4KCPSTois6HX.png,https://anilist.co/anime/21554/Tamayura-Sotsugyou-Shashin-Part-4--Ashita/,"['Comedy', 'Drama', 'Slice of Life']",79,1712,Movie,57,Spring 2016,Finished,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
350,Akatsuki no Yona OVA,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21138-zM8UHMGNp1tR.jpg,https://anilist.co/anime/21138/Akatsuki-no-Yona-OVA/,"['Action', 'Comedy', 'Fantasy', 'Romance']",79,14134,OVA,3,Fall 2015,Finished,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
351,Gin no Saji,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx16918-p3U4dvTRnnC1.jpg,https://anilist.co/anime/16918/Gin-no-Saji/,"['Comedy', 'Slice of Life']",79,32797,TV Show,11,Summer 2013,Finished,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
352,Kami nomi zo Shiru Sekai: Megami-hen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx16706-qMfhkWuHkWhX.jpg,https://anilist.co/anime/16706/Kami-nomi-zo-Shiru-Sekai-Megamihen/,"['Comedy', 'Romance', 'Supernatural']",79,32934,TV Show,12,Summer 2013,Finished,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
353,Ashita no Joe,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx2402-hbo1SbfcM5hm.jpg,https://anilist.co/anime/2402/Ashita-no-Joe/,"['Action', 'Drama', 'Slice of Life', 'Sports']",79,10255,TV Show,79,Spring 1970,Finished,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
354,Meitantei Conan: Baker Street no Bourei,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx1365-m3TXDPivqNAV.jpg,https://anilist.co/anime/1365/Meitantei-Conan-Baker-Street-no-Bourei/,"['Adventure', 'Mystery']",79,5837,Movie,1,Spring 2002,Finished,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
355,Hunter x Hunter: Greed Island Final,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/139-nfieU7SpC6XG.jpg,https://anilist.co/anime/139/Hunter-x-Hunter-Greed-Island-Final/,"['Action', 'Adventure', 'Fantasy']",79,9918,OVA,14,Spring 2004,Finished,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,Hagane no Renkinjutsushi,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx121-JUlbsyhTUNkk.png,https://anilist.co/anime/121/Hagane-no-Renkinjutsushi/,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",79,89305,TV Show,51,Fall 2003,Finished,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
357,Jibaku Shounen Hanako-kun,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx108463-knWkFUR311ho.jpg,https://anilist.co/anime/108463/Jibaku-Shounen-Hanakokun/,"['Action', 'Comedy', 'Drama', 'Mystery', 'Supernatural']",79,59796,TV Show,12,Winter 2020,Finished,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
358,Tensei Shitara Slime Datta Ken,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx101280-aKbf16Sh1b31.jpg,https://anilist.co/anime/101280/Tensei-Shitara-Slime-Datta-Ken/,"['Adventure', 'Comedy', 'Fantasy']",79,103406,TV Show,24,Fall 2018,Finished,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
359,Girls und Panzer: Saishuushou,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx99938-3BNqsG0QrZOV.png,https://anilist.co/anime/99938/Girls-und-Panzer-Saishuushou/,"['Action', 'Sports']",79,7064,Movie,47,Fall 2017,Finished,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
360,Wotaku ni Koi wa Muzukashii,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx99578-oO5KChtfhzln.png,https://anilist.co/anime/99578/Wotaku-ni-Koi-wa-Muzukashii/,"['Comedy', 'Romance', 'Slice of Life']",79,84400,TV Show,11,Spring 2018,Finished,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
361,Gintama: Yorinuki Gintama-san on Theater 2D,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b20760-CnQpZe5WIND3.jpg,https://anilist.co/anime/20760/Gintama-Yorinuki-Gintamasan-on-Theater-2D/,"['Action', 'Comedy', 'Drama', 'Sci-Fi']",79,4032,Movie,2,Summer 2012,Finished,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
362,Kaze Tachinu,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b16662-Ndp0uglGUSbv.png,https://anilist.co/anime/16662/Kaze-Tachinu/,"['Drama', 'Romance']",79,28520,Movie,2,Summer 2013,Finished,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
363,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx14813-BC8aanHK9fju.jpg,https://anilist.co/anime/14813/Yahari-Ore-no-Seishun-Love-Comedy-wa-Machigatteiru/,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",79,121509,TV Show,13,Spring 2013,Finished,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
364,Berserk: Ougon Jidaihen III - Kourin,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b12115-a0apheImsQ4G.jpg,https://anilist.co/anime/12115/Berserk-Ougon-Jidaihen-III--Kourin/,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Supernatural']",79,18112,Movie,1,Winter 2013,Finished,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
365,Kuroko no Basket,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx11771-82QwcjXwGoeg.jpg,https://anilist.co/anime/11771/Kuroko-no-Basket/,"['Comedy', 'Sports']",79,81882,TV Show,25,Spring 2012,Finished,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
366,xxxHOLiC Rou,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx6864-tbc8T8lbYY69.png,https://anilist.co/anime/6864/xxxHOLiC-Rou/,"['Mystery', 'Supernatural']",79,5688,OVA,2,Spring 2010,Finished,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
367,Baccano! Specials,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx3901-uUj3GeGsebmj.png,https://anilist.co/anime/3901/Baccano-Specials/,"['Action', 'Comedy', 'Mystery', 'Supernatural']",79,20417,Special,3,Winter 2008,Finished,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
368,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx1566-FSNFIcsT91Ni.jpg,https://anilist.co/anime/1566/Koukaku-Kidoutai-Stand-Alone-Complex--Solid-State-Society/,"['Mystery', 'Sci-Fi']",79,9907,Special,1,Fall 2006,Finished,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
369,Akira,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx47-Sjkc8RDBjqwT.jpg,https://anilist.co/anime/47/Akira/,"['Action', 'Adventure', 'Horror', 'Psychological', 'Sci-Fi', 'Supernatural']",79,64892,Movie,2,Summer 1988,Finished,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
370,Rurouni Kenshin: Meiji Kenkaku Romantan,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx45-DEFgZRCxiGmF.png,https://anilist.co/anime/45/Rurouni-Kenshin-Meiji-Kenkaku-Romantan/,"['Action', 'Adventure', 'Comedy', 'Romance']",79,34138,TV Show,94,1996 - 1998,Finished,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
371,Naruto,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx20-KCjCtnUTsLcu.jpg,https://anilist.co/anime/20/Naruto/,"['Action', 'Comedy']",79,191954,TV Show,220,2002 - 2007,Finished,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
372,Initial D Fourth Stage,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b18-tdm7xkJLm67O.jpg,https://anilist.co/anime/18/Initial-D-Fourth-Stage/,"['Action', 'Drama', 'Sports']",79,14092,TV Show,24,2004 - 2006,Finished,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
373,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b97996-px2KGexuEZpg.jpg,https://anilist.co/anime/97996/Kono-Subarashii-Sekai-ni-Shukufuku-wo-2-Kono-Subarashii-Geijutsu-ni-Shukufuku-wo/,"['Adventure', 'Comedy', 'Fantasy']",79,36170,OVA,1,Summer 2017,Finished,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
374,Akatsuki no Yona,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20770-brCDvhTXlums.png,https://anilist.co/anime/20770/Akatsuki-no-Yona/,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",79,67624,TV Show,24,Fall 2014,Finished,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
375,JoJo no Kimyou na Bouken,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/n14719-EVJmyKNzcjet.jpg,https://anilist.co/anime/14719/JoJo-no-Kimyou-na-Bouken/,"['Action', 'Adventure', 'Supernatural']",79,133118,TV Show,26,Fall 2012,Finished,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
376,Kidou Senshi Gundam UC,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx6336-jdAs058XtObM.jpg,https://anilist.co/anime/6336/Kidou-Senshi-Gundam-UC/,"['Action', 'Drama', 'Mecha', 'Sci-Fi']",79,9978,OVA,7,2010 - 2014,Finished,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
377,Kidou Keisatsu Patlabor 2: The Movie,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx1096-U9TnvVYYvhsr.png,https://anilist.co/anime/1096/Kidou-Keisatsu-Patlabor-2-The-Movie/,"['Drama', 'Mecha', 'Mystery', 'Sci-Fi']",79,4585,Movie,1,Summer 1993,Finished,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
378,Serial Experiments Lain,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx339-4438BQupScYO.png,https://anilist.co/anime/339/Serial-Experiments-Lain/,"['Drama', 'Mystery', 'Psychological', 'Sci-Fi', 'Supernatural']",79,60033,TV Show,13,Summer 1998,Finished,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
379,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/98033-9fwilTwhdKB2.jpg,https://anilist.co/anime/98033/Kamisama-Hajimemashita-Kamisama-Shiawase-ni-Naru/,"['Comedy', 'Fantasy', 'Romance', 'Supernatural']",79,4642,OVA,1,Fall 2016,Finished,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
380,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou Movie 3 - Yakusoku,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx97860-UyQVEpqa2fRk.png,https://anilist.co/anime/97860/Yuuki-Yuuna-wa-Yuusha-de-Aru-Washio-Sumi-no-Shou-Movie-3--Yakusoku/,"['Action', 'Drama', 'Fantasy', 'Mahou Shoujo', 'Slice of Life']",79,2921,Movie,48,Summer 2017,Finished,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
381,Akagami no Shirayuki-hime 2,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21258-6UnmYMTMH0f7.jpg,https://anilist.co/anime/21258/Akagami-no-Shirayukihime-2/,"['Drama', 'Fantasy', 'Romance']",79,30852,TV Show,12,Winter 2016,Finished,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
382,Eve no Jikan Movie,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx7465-gBh82FNppI9h.png,https://anilist.co/anime/7465/Eve-no-Jikan-Movie/,"['Sci-Fi', 'Slice of Life']",79,15106,Movie,1,Spring 2010,Finished,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
383,Kaichou wa Maid-sama!,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx7054-GW4D7VAZG19W.png,https://anilist.co/anime/7054/Kaichou-wa-Maidsama/,"['Comedy', 'Drama', 'Romance']",79,88633,TV Show,26,Spring 2010,Finished,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
384,Nodame Cantabile: Paris-hen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx4477-Qg9EwJP1f5NF.jpg,https://anilist.co/anime/4477/Nodame-Cantabile-Parishen/,"['Comedy', 'Music', 'Romance', 'Slice of Life']",79,11001,TV Show,11,Fall 2008,Finished,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
385,Eve no Jikan,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx3167-IBEzQTk9wvbr.jpg,https://anilist.co/anime/3167/Eve-no-Jikan/,"['Sci-Fi', 'Slice of Life']",79,19288,ONA,6,Summer 2008,Finished,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
386,Haibane Renmei,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx387-eewftYhOOFVP.png,https://anilist.co/anime/387/Haibane-Renmei/,"['Drama', 'Fantasy', 'Mystery', 'Psychological', 'Slice of Life']",79,29313,TV Show,13,Fall 2002,Finished,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
387,Hunter x Hunter: Greed Island,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx138-BY6R1y8zuf7s.png,https://anilist.co/anime/138/Hunter-x-Hunter-Greed-Island/,"['Action', 'Adventure', 'Fantasy']",79,11397,OVA,8,Winter 2003,Finished,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
