rank,name,link,img_link,Studios,Source,Genres,Popularity,Favorites,type,date,members,score,Watching,Completed,On-Hold,Dropped,Plan_to_Watch,Total,eps,Action,Military,Adventure,Comedy,Drama,Magic,Fantasy,Shounen,Thriller,Sci-Fi,Historical,Parody,Samurai,Super Power,Space,Mystery,Game,Seinen,Slice of Life,School,Romance,Supernatural,Vampire,Mecha,Sports,Psychological,Josei,Music,Horror,Police,Martial Arts,Demons,Shoujo,Dementia,Harem,Ecchi,Shounen Ai,Cars,Kids,Shoujo Ai
710,Flanders no Inu (Movie),https://myanimelist.net/anime/2623/Flanders_no_Inu_Movie,https://cdn.myanimelist.net/r/100x140/images/anime/3/75599.jpg?s=04e212217fd68adc5f881c406539ae2d,Nippon Animation,Novel,"['Drama', 'Historical']",3859,66,Movie,Mar 1997 - Mar 1997,16611,7.86,430,5607,229,161,10214,16641,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,Goku Sayonara Zetsubou Sensei,https://myanimelist.net/anime/4872/Goku_Sayonara_Zetsubou_Sensei,https://cdn.myanimelist.net/r/100x140/images/anime/10/14336.jpg?s=00273ee38d81441e59155939eb88070d,Shaft,Manga,"['Comedy', 'Parody', 'School', 'Shounen']",2025,97,OVA,Oct 2008 - Feb 2009,55572,7.86,1251,36726,931,467,16249,55624,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,Isekai no Seikishi Monogatari,https://myanimelist.net/anime/5781/Isekai_no_Seikishi_Monogatari,https://cdn.myanimelist.net/r/100x140/images/anime/2/20345.jpg?s=418a93efe3808cbf4cb8450c79fe7639,AIC,Original,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mecha', 'School']",910,1667,OVA,May 2009 - May 2010,151811,7.86,9890,84156,4067,4452,49532,152097,13,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
713,Kono Oto Tomare!,https://myanimelist.net/anime/38080/Kono_Oto_Tomare,https://cdn.myanimelist.net/r/100x140/images/anime/1464/99881.jpg?s=bd89762d0006f24dc889b47b2668df7c,Platinum Vision,Manga,"['Drama', 'Music', 'Romance', 'School', 'Shounen']",1119,940,TV,Apr 2019 - Jun 2019,123616,7.86,10803,59581,3506,4722,45316,123928,13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
714,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,https://myanimelist.net/anime/32380/Kono_Subarashii_Sekai_ni_Shukufuku_wo__Kono_Subarashii_Choker_ni_Shukufuku_wo,https://cdn.myanimelist.net/r/100x140/images/anime/1649/98516.jpg?s=57118562f2fdd5d674d65ff95512e838,Studio Deen,Light novel,"['Adventure', 'Comedy', 'Supernatural', 'Magic', 'Fantasy']",534,498,OVA,Jun 2016 - Jun 2016,249926,7.86,3004,224263,709,390,22073,250439,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,Little Witch Academia,https://myanimelist.net/anime/14349/Little_Witch_Academia,https://cdn.myanimelist.net/r/100x140/images/anime/2/42989.jpg?s=89436204e911ce8a7bde648e328b2c24,Trigger,Original,"['Adventure', 'Comedy', 'Magic', 'Fantasy', 'School']",522,1241,Movie,Mar 2013 - Mar 2013,253619,7.86,4651,195608,1698,1375,50618,253950,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,Magi: Sinbad no Bouken,https://myanimelist.net/anime/22097/Magi__Sinbad_no_Bouken,https://cdn.myanimelist.net/r/100x140/images/anime/13/60471.jpg?s=95e33a5d3574487ae63c5a4e672fc149,Lay-duce,Manga,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']",1338,217,OVA,May 2014 - Jul 2015,98146,7.86,7552,63941,3324,1599,21868,98284,5,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,Mahoujin Guruguru (2017),https://myanimelist.net/anime/34745/Mahoujin_Guruguru_2017,https://cdn.myanimelist.net/r/100x140/images/anime/1880/103168.jpg?s=b9f556475de310f98d4cc64c5501d811,Production I.G,Manga,"['Adventure', 'Fantasy', 'Magic', 'Comedy', 'Shounen']",3039,224,TV,Jul 2017 - Dec 2017,27131,7.86,3191,8466,1995,2033,11453,27138,24,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,Wotaku ni Koi wa Muzukashii OVA,https://myanimelist.net/anime/38349/Wotaku_ni_Koi_wa_Muzukashii_OVA,https://cdn.myanimelist.net/r/100x140/images/anime/1506/97024.jpg?s=9ea0e576019239ce349d96b3082be8d9,A-1 Pictures,Web manga,"['Slice of Life', 'Comedy', 'Romance']",1640,131,OVA,Mar 2019 - Feb 2021,76227,7.86,39758,207,7307,608,28336,76216,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),https://myanimelist.net/anime/35507/Youkoso_Jitsuryoku_Shijou_Shugi_no_Kyoushitsu_e_TV,https://cdn.myanimelist.net/r/100x140/images/anime/5/86830.jpg?s=261fbdbf6f702c36340603a8adfde268,Lerche,Light novel,"['Slice of Life', 'Psychological', 'Drama', 'School']",206,7694,TV,Jul 2017 - Sep 2017,505367,7.86,27472,381257,6711,9091,82200,506731,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,Yuru Yuri♪♪,https://myanimelist.net/anime/12403/Yuru_Yuri♪♪,https://cdn.myanimelist.net/r/100x140/images/anime/8/75174.jpg?s=8fa13208100cc2bb6064108c02196b9f,Doga Kobo,Manga,"['Slice of Life', 'Comedy', 'School', 'Shoujo Ai']",961,925,TV,Jul 2012 - Sep 2012,145055,7.86,5131,107492,3150,2332,27147,145252,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
721,Saint☆Oniisan (Movie),https://myanimelist.net/anime/15771/Saint☆Oniisan_Movie,https://cdn.myanimelist.net/r/100x140/images/anime/7/48723.jpg?s=2d51108392aedcb2553b253b634a7e80,A-1 Pictures,Manga,"['Comedy', 'Seinen', 'Slice of Life']",1806,337,Movie,May 2013 - May 2013,65288,7.85,1230,40375,574,384,22826,65389,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,Bishoujo Senshi Sailor Moon S,https://myanimelist.net/anime/532/Bishoujo_Senshi_Sailor_Moon_S,https://cdn.myanimelist.net/r/100x140/images/anime/1077/92346.jpg?s=d7690bece25e8fab50b9e916645cd3d2,Toei Animation,Manga,"['Drama', 'Magic', 'Romance', 'Shoujo']",1262,1357,TV,Mar 1994 - Feb 1995,106551,7.85,3494,84802,2407,1588,14515,106806,38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
723,Break Blade 5: Shisen no Hate,https://myanimelist.net/anime/9724/Break_Blade_5__Shisen_no_Hate,https://cdn.myanimelist.net/r/100x140/images/anime/9/68087.jpg?s=0f896bb811b1611664eeb47584f3d0bf,Production I.G,Manga,"['Action', 'Military', 'Fantasy', 'Mecha', 'Shounen']",2162,29,Movie,Jan 2011 - Jan 2011,50674,7.85,454,43135,289,177,6647,50702,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,Detective Conan Movie 07: Crossroad in the Ancient Capital,https://myanimelist.net/anime/1366/Detective_Conan_Movie_07__Crossroad_in_the_Ancient_Capital,https://cdn.myanimelist.net/r/100x140/images/anime/10/20984.jpg?s=a714a1dabf5d362aab7c026363b68c63,TMS Entertainment,Manga,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",2525,32,Movie,Apr 2003 - Apr 2003,38087,7.85,359,34554,181,181,2894,38169,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
725,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,https://myanimelist.net/anime/2321/Giant_Robo_the_Animation__Chikyuu_ga_Seishi_Suru_Hi,https://cdn.myanimelist.net/r/100x140/images/anime/12/27657.jpg?s=3e13ba9c228b0bd892b5370dfb58fc88,Phoenix Entertainment,Manga,"['Action', 'Sci-Fi', 'Super Power', 'Drama', 'Mecha', 'Shounen']",3507,382,OVA,Jul 1992 - Jan 1998,20469,7.85,886,6825,725,449,11610,20495,7,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,InuYasha,https://myanimelist.net/anime/249/InuYasha,https://cdn.myanimelist.net/r/100x140/images/anime/1589/95329.jpg?s=323ee15be52e4eb3939fafd162028afe,Sunrise,Manga,"['Action', 'Adventure', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Magic', 'Romance', 'Fantasy', 'Shounen']",181,16258,TV,Oct 2000 - Sep 2004,546849,7.85,54588,299293,50684,44932,99102,548599,167,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
727,Jormungand,https://myanimelist.net/anime/12413/Jormungand,https://cdn.myanimelist.net/r/100x140/images/anime/11/73280.jpg?s=c0e7aa88e766b2cf39ad28a65d74e81a,White Fox,Manga,"['Action', 'Adventure', 'Seinen']",508,2412,TV,Apr 2012 - Jun 2012,258347,7.85,12883,146707,7752,7388,84037,258767,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,Jungle wa Itsumo Hare nochi Guu,https://myanimelist.net/anime/253/Jungle_wa_Itsumo_Hare_nochi_Guu,https://cdn.myanimelist.net/r/100x140/images/anime/10/24555.jpg?s=eb680a3bf00caeebd508ce582e650cae,Shin-Ei Animation,Manga,"['Slice of Life', 'Comedy', 'School']",2921,390,TV,Apr 2001 - Sep 2001,29171,7.85,1328,14560,2022,1865,9419,29194,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,K-On!!: Keikaku!,https://myanimelist.net/anime/9734/K-On__Keikaku,https://cdn.myanimelist.net/r/100x140/images/anime/7/26965.jpg?s=8fcab77575e7d9728b27680ad2db3705,Kyoto Animation,Original,"['Comedy', 'Music', 'School', 'Slice of Life']",1439,208,Special,Mar 2011 - Mar 2011,90670,7.85,1060,74155,588,286,14760,90849,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
730,Kara no Kyoukai 2: Satsujin Kousatsu (Zen),https://myanimelist.net/anime/3782/Kara_no_Kyoukai_2__Satsujin_Kousatsu_Zen,https://cdn.myanimelist.net/r/100x140/images/anime/3/21737.jpg?s=62f6a8ae14e69dfc30790fd290a32e0b,ufotable,Light novel,"['Action', 'Mystery', 'Supernatural', 'Romance', 'Thriller']",750,393,Movie,Dec 2007 - Dec 2007,183101,7.85,2297,147659,1248,428,31735,183367,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,https://myanimelist.net/anime/34021/Lupin_the_IIIrd__Chikemuri_no_Ishikawa_Goemon,https://cdn.myanimelist.net/r/100x140/images/anime/8/83091.jpg?s=dc25592896c83fcc699f2cdb403f6065,Telecom Animation Film,Manga,"['Action', 'Adventure', 'Drama', 'Seinen']",3284,63,Movie,Feb 2017 - Feb 2017,23310,7.85,999,11408,248,150,10550,23355,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,Michiko to Hatchin,https://myanimelist.net/anime/4087/Michiko_to_Hatchin,https://cdn.myanimelist.net/r/100x140/images/anime/10/59535.jpg?s=c8ed17a081b56853c3c9a0b1d3e8fa37,Manglobe,Original,"['Action', 'Adventure']",984,1827,TV,Oct 2008 - Mar 2009,141875,7.85,11151,51366,9267,5306,65112,142202,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,91 Days,https://myanimelist.net/anime/32998/91_Days,https://cdn.myanimelist.net/r/100x140/images/anime/13/80515.jpg?s=5347d4355b3d20b6208bf046baf8f2fd,Shuka,Original,"['Action', 'Drama', 'Historical']",269,4743,TV,Jul 2016 - Oct 2016,430320,7.84,31322,236747,18701,18703,125587,431060,12,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,Capeta,https://myanimelist.net/anime/388/Capeta,https://cdn.myanimelist.net/r/100x140/images/anime/5/17667.jpg?s=92151d9d12ff54cbf6ed662dfc3ac180,Studio Comet,Manga,"['Cars', 'Shounen', 'Sports']",3619,225,TV,Oct 2005 - Sep 2006,19221,7.84,1017,11007,819,955,5477,19275,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
735,Colorful (Movie),https://myanimelist.net/anime/8142/Colorful_Movie,https://cdn.myanimelist.net/r/100x140/images/anime/1839/103426.jpg?s=6e4e932d4695590c6336ec4cc259d306,Sunrise,Novel,"['Drama', 'Slice of Life', 'Supernatural']",1017,933,Movie,Aug 2010 - Aug 2010,135769,7.84,2702,77290,1210,678,54234,136114,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,Detective Conan Movie 08: Time Travel of the Silver Sky,https://myanimelist.net/anime/7304/Detective_Conan_Movie_08__Time_Travel_of_the_Silver_Sky,https://cdn.myanimelist.net/r/100x140/images/anime/2/17583.jpg?s=31f4869a0e32eedfee71de9df0a4e469,TMS Entertainment,Unknown,"['Adventure', 'Mystery']",3984,8,Special,Apr 2004 - Apr 2004,15470,7.84,253,12993,114,176,1966,15502,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,Douluo Dalu,https://myanimelist.net/anime/37150/Douluo_Dalu,https://cdn.myanimelist.net/r/100x140/images/anime/1438/101531.jpg?s=50f32b9ab0775890660ffed8d3e634f6,Sparkly Key Animation Studio,Novel,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts', 'Romance']",4208,222,ONA,Jan 2018 - Jul 2018,13519,7.84,1720,6543,314,531,4446,13554,26,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
738,Gochuumon wa Usagi Desu ka??,https://myanimelist.net/anime/29787/Gochuumon_wa_Usagi_Desu_ka,https://cdn.myanimelist.net/r/100x140/images/anime/8/76702.jpg?s=c53f4823099f91fd41c3bb80cfd3c1ee,Kinema Citrus,4-koma manga,"['Slice of Life', 'Comedy']",1377,782,TV,Oct 2015 - Dec 2015,94883,7.84,5267,55127,2948,2161,29518,95021,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,Hataraku Maou-sama!,https://myanimelist.net/anime/15809/Hataraku_Maou-sama,https://cdn.myanimelist.net/r/100x140/images/anime/3/50177.jpg?s=3f4b797d340b004f995aecebb2dd0b45,White Fox,Light novel,"['Comedy', 'Demons', 'Supernatural', 'Romance', 'Fantasy']",60,9130,TV,Apr 2013 - Jun 2013,986779,7.84,37414,783329,18636,14790,134746,988915,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
740,Hidamari Sketch x 365,https://myanimelist.net/anime/3604/Hidamari_Sketch_x_365,https://cdn.myanimelist.net/r/100x140/images/anime/11/10894.jpg?s=3a0a85a2d5c4de1decf8ac78173011bd,Shaft,4-koma manga,"['Slice of Life', 'Comedy', 'School', 'Seinen']",3068,151,TV,Jul 2008 - Sep 2008,26740,7.84,1013,17604,856,553,6735,26761,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,Hidamari Sketch x ☆☆☆ Specials,https://myanimelist.net/anime/9563/Hidamari_Sketch_x_☆☆☆_Specials,https://cdn.myanimelist.net/r/100x140/images/anime/3/26476.jpg?s=b67ebd11ba349eca015e8fe29a847885,Shaft,4-koma manga,"['Slice of Life', 'Comedy', 'School', 'Seinen']",4350,10,Special,Oct 2010 - Oct 2010,12500,7.84,178,9079,150,131,2971,12509,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,Higashi no Eden,https://myanimelist.net/anime/5630/Higashi_no_Eden,https://cdn.myanimelist.net/r/100x140/images/anime/9/15033.jpg?s=da34ea864600731ce0abd35cf551b049,Production I.G,Original,"['Action', 'Sci-Fi', 'Mystery', 'Drama', 'Romance', 'Thriller']",264,4079,TV,Apr 2009 - Jun 2009,438532,7.84,16582,265256,12570,9109,135566,439083,11,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,Hoozuki no Reitetsu 2nd Season: Sono Ni,https://myanimelist.net/anime/37029/Hoozuki_no_Reitetsu_2nd_Season__Sono_Ni,https://cdn.myanimelist.net/r/100x140/images/anime/1113/92465.jpg?s=54417009860e991fe9b616f3abd12d25,Studio Deen,Manga,"['Comedy', 'Demons', 'Fantasy', 'Seinen', 'Supernatural']",3554,35,TV,Apr 2018 - Jul 2018,19934,7.84,1770,10677,441,285,6774,19947,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
744,Jungle wa Itsumo Hare nochi Guu Deluxe,https://myanimelist.net/anime/254/Jungle_wa_Itsumo_Hare_nochi_Guu_Deluxe,https://cdn.myanimelist.net/r/100x140/images/anime/3/10306.jpg?s=9afe64c2f81754fc939f682826751c82,Shin-Ei Animation,Manga,"['Comedy', 'Slice of Life']",4590,25,OVA,Aug 2002 - Jan 2003,11003,7.84,203,8410,217,180,1996,11006,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,K-On!,https://myanimelist.net/anime/5680/K-On,https://cdn.myanimelist.net/r/100x140/images/anime/10/76120.jpg?s=f89800413d7636addfb22ac05297896b,Kyoto Animation,4-koma manga,"['Music', 'Slice of Life', 'Comedy', 'School']",105,18452,TV,Apr 2009 - Jun 2009,727335,7.84,34202,491012,22515,23898,157530,729157,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
746,K-On!: Live House!,https://myanimelist.net/anime/6862/K-On__Live_House,https://cdn.myanimelist.net/r/100x140/images/anime/9/15892.jpg?s=23c9f9a4b3a02664bab47c1dddb1d4fb,Kyoto Animation,4-koma manga,"['Comedy', 'Music', 'School', 'Slice of Life']",1169,234,Special,Jan 2010 - Jan 2010,117777,7.84,984,100562,551,331,15589,118017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
747,New Initial D Movie: Legend 3 - Mugen,https://myanimelist.net/anime/30952/New_Initial_D_Movie__Legend_3_-_Mugen,https://cdn.myanimelist.net/r/100x140/images/anime/9/76759.jpg?s=8de6d868ec4aa42eec5dce1189472f07,SANZIGEN,Manga,"['Cars', 'Seinen', 'Sports']",3993,29,Movie,Feb 2016 - Feb 2016,15416,7.84,317,10035,132,148,4826,15458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
748,Nodame Cantabile: Finale - Mine to Kiyora no Saikai,https://myanimelist.net/anime/8038/Nodame_Cantabile__Finale_-_Mine_to_Kiyora_no_Saikai,https://cdn.myanimelist.net/r/100x140/images/anime/8/19590.jpg?s=09d12ab85c300a25e26fd64e64f19eda,J.C.Staff,Manga,"['Comedy', 'Josei', 'Music', 'Romance']",2608,34,Special,Apr 2010 - Apr 2010,36040,7.84,491,27481,316,164,7644,36096,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
749,Osomatsu-san Movie,https://myanimelist.net/anime/38201/Osomatsu-san_Movie,https://cdn.myanimelist.net/r/100x140/images/anime/1410/96014.jpg?s=7f337ffcf1caffd1006994880b2e4d02,Studio Pierrot,Manga,"['Comedy', 'Parody']",5055,49,Movie,Mar 2019 - Mar 2019,8601,7.84,171,4138,83,80,4147,8619,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,Saiyuuki Gaiden,https://myanimelist.net/anime/9088/Saiyuuki_Gaiden,https://cdn.myanimelist.net/r/100x140/images/anime/5/75818.jpg?s=c553a79ce660451aab42c39d3d853207,add some,Manga,"['Action', 'Adventure', 'Drama', 'Fantasy']",4608,67,OVA,Mar 2011 - Nov 2011,10893,7.84,522,5203,282,220,4678,10905,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,Saiyuuki Reload: Burial,https://myanimelist.net/anime/2143/Saiyuuki_Reload__Burial,https://cdn.myanimelist.net/r/100x140/images/anime/1890/94055.jpg?s=c354580566237de3f8d29fa5bd011a63,Studio Pierrot,Manga,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Shoujo']",4600,53,OVA,Apr 2007 - Mar 2008,10957,7.84,412,5570,291,196,4496,10965,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
752,Seikai no Senki II,https://myanimelist.net/anime/397/Seikai_no_Senki_II,https://cdn.myanimelist.net/r/100x140/images/anime/12/61109.jpg?s=399ade9fa569c4f56757d34a90675341,Sunrise,Light novel,"['Action', 'Military', 'Romance', 'Sci-Fi', 'Space']",3575,114,TV,Jul 2001 - Sep 2001,19724,7.84,495,13493,394,249,5115,19746,10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,Slayers Try,https://myanimelist.net/anime/1172/Slayers_Try,https://cdn.myanimelist.net/r/100x140/images/anime/10/50875.jpg?s=9c2c3616920d1a5240ebd2d92c203e1d,J.C.Staff,Light novel,"['Adventure', 'Comedy', 'Demons', 'Magic', 'Fantasy', 'Shounen']",2287,234,TV,Apr 1997 - Sep 1997,45877,7.84,1044,35430,1010,619,7810,45913,26,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
754,Non Non Biyori Repeat: Hotaru ga Tanoshinda,https://myanimelist.net/anime/32547/Non_Non_Biyori_Repeat__Hotaru_ga_Tanoshinda,https://cdn.myanimelist.net/r/100x140/images/anime/13/78136.jpg?s=9767ff59ad716ad2af71d4b57de4f68c,Silver Link.,Manga,"['Comedy', 'School', 'Seinen', 'Slice of Life']",2879,24,OVA,Sep 2016 - Sep 2016,29906,7.83,600,21118,266,134,7842,29960,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,Owarimonogatari 2nd Season Recaps,https://myanimelist.net/anime/36796/Owarimonogatari_2nd_Season_Recaps,https://cdn.myanimelist.net/r/100x140/images/anime/9/88962.jpg?s=2061eb14b95267659966e75ad7615fa4,Shaft,Light novel,"['Mystery', 'Comedy', 'Supernatural', 'Vampire']",3932,37,Special,Aug 2017 - Aug 2017,15949,7.83,650,8600,275,278,6168,15971,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,Paradise Kiss,https://myanimelist.net/anime/322/Paradise_Kiss,https://cdn.myanimelist.net/r/100x140/images/anime/7/80636.jpg?s=7e4827ca7eaa1397a105c09274f598f4,Madhouse,Manga,"['Comedy', 'Drama', 'Josei', 'Romance', 'Slice of Life']",992,2637,TV,Oct 2005 - Dec 2005,140844,7.83,5029,86191,4071,4337,41647,141275,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
757,Saraiya Goyou,https://myanimelist.net/anime/7588/Saraiya_Goyou,https://cdn.myanimelist.net/r/100x140/images/anime/4/75203.jpg?s=0e85be4f3b6ecb9623805e1528f37ea3,Manglobe,Manga,"['Mystery', 'Historical', 'Drama', 'Samurai', 'Seinen']",1765,732,TV,Apr 2010 - Jul 2010,68321,7.83,3703,25523,2669,1861,34676,68432,12,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
